,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
2247,60,27,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,2,3,3,3,19,19,8,7.333333333,11.0,5.5,0,0,0,0,0,0,20,0.2,0.8,0,1,0,0.1875,0,0.0,0,1,0.0,0,25.0,75.0,0,0,0,25.0,0,0,0,1,1,0,632,829,0,0,1,0
9440,51,23,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,6,4,2,3,2,10,7,10,5.666666667,5.666666667,5.666666667,0,0,0,0,0,0,273,0.787545788,0.212454212,0,0,0,0.275862069,0,0.275862069,0,1,31.25,0,100.0,0.0,0,0,0,30.43478261,0,0,0,0,0,0,201,7835,600,0,0,6
11366,83,19,0,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,3,3,4,20,8,20,8.857142857000001,5.5,10.2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,137,-1,626419,0,1,2
11247,23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,1040,0.994230769,0.005769231,0,1,0,0.0,0,0.166666667,0,1,88.23529412,0,99.34210526,0.657894737,0,0,0,88.88888889,0,0,0,1,0,0,2539,3028,1104748,0,0,3
7451,44,21,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,1,0,4,0,4,6,4,10,10,10,7.5,8.0,7.0,0,0,0,0,0,0,77,0.649350649,0.350649351,0,2,0,0.037037037,0,0.037037037,0,1,47.36842105,0,14.28571429,85.71428571,0,0,0,83.33333333,0,0,0,1,0,0,130,7618,2192,0,0,5
8980,96,27,0,3,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0.010416667,0.037037037,0,0,0,0,0,3,1,0,0,0,0,0,11,1,2,2,2,12,12,12,6.727272727000001,7.0,6.625,4,0,0,0,0,0,16,0.4375,0.5625,0,0,0,0.222222222,0,0.5555555560000001,0,1,33.33333333,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,306,2616,0,0,1,0
2279,36,14,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,4,6,2,10,2,10,10,5,5.25,10.0,3.666666667,1,0,0,0,0,0,22,0.818181818,0.181818182,0,0,0,0.0,0,0.0,0,1,0.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,347,1479,0,0,1,1
8123,28,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,6,6,0,8,8,0,7.0,7.0,0.0,0,1,0,0,0,0,168,0.517857143,0.482142857,0,3,0,0.543209877,0,0.0,1,1,10.0,0,36.84210526,63.15789474,0,0,0,62.12121212,0,0,0,1,0,0,373,7296,1483977,0,0,5
3897,83,17,0,4,0,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.048192771,0.0,0,0,1,0,0,3,0,0,0,0,0,0,9,0,2,4,2,31,8,31,7.0,6.0,7.285714286,0,0,0,0,0,0,46,0.913043478,0.086956522,0,1,0,0.0,0,0.0,0,1,71.42857143,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,232,133,0,0,1,0
9220,135,35,0,2,1,0,1,0,0,1,2,0,0,7,0,3,0,0,0,0,0,1,0,0,0,0.044444444,0.0,0,0,1,0,0,2,1,0,1,0,1,0,12,3,1,2,1,46,17,46,9.166666667,9.666666667,9.0,0,0,0,0,0,0,7,0.0,1.0,0,0,0,0.0,0,0.571428571,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,382,8018,0,0,1,4
7177,30,23,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,17,17,0,17,17,0,17.0,17.0,0.0,0,0,0,0,0,0,66,0.818181818,0.181818182,0,2,0,0.083333333,0,0.0,0,1,28.57142857,0,100.0,0.0,0,0,0,25.0,0,0,0,1,0,0,156,4593,361415,0,0,4
10815,34,26,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,4,4,0,10,10,0,6.666666667,6.666666667,0.0,1,0,0,0,0,0,22,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,0,0,0,207,5636,10011393,0,0,5
3631,113,17,0,3,2,1,1,0,0,1,0,0,0,10,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,15,2,2,14,2,14,14,13,5.8666666670000005,14.0,5.285714286,4,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0.0,0,0.0,0,1,50.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,139,4609,0,0,1,3
9864,198,19,1,6,4,0,1,3,0,2,3,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.191919192,0.0,0,0,0,0,0,3,1,0,0,0,0,0,23,3,2,5,2,29,9,29,7.086956522,7.0,7.095238095,4,0,0,0,0,0,19,0.7894736840000001,0.210526316,0,0,0,0.0,0,0.75,0,1,81.81818182,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,52,678,10421362,0,1,3
6272,44,28,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,2,6,2,17,17,5,7.5,11.5,3.5,0,0,0,0,0,0,22,0.227272727,0.772727273,0,0,0,0.294117647,0,0.588235294,1,1,0.0,0,0.0,100.0,0,0,0,30.76923077,0,0,0,1,1,0,198,2724,0,0,1,0
8616,23,16,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,12,0.0,1.0,0,2,0,0.583333333,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,53,7253,943419,0,1,1
392,27,15,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,3,3,3,3,3,7,7,3,4.333333333,5.0,3.0,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,299,7006,0,0,0,1
3191,126,61,1,3,4,0,1,0,0,1,2,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0.373015873,0.360655738,0,0,0,0,0,3,0,0,0,0,0,0,12,5,2,4,2,32,20,32,8.666666667000001,8.666666667000001,8.666666667000001,0,0,0,0,0,2,40,0.025,0.975,0,2,0,0.076923077,0,0.0,0,1,6.25,0,0.0,100.0,0,0,0,0.0,0,0,0,1,1,0,168,1658,2580873,0,1,0
16,31,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,125,0.96,0.04,0,0,0,0.2,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,76.19047619,0,0,0,1,1,0,3069,8301,99386,0,0,4
4200,21,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.047619048,0.071428571,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9,9,0,9,9,0,9.0,9.0,0.0,0,0,0,0,0,0,441,0.963718821,0.036281179,0,3,0,0.0625,0,0.125,0,1,70.0,0,100.0,0.0,0,0,0,99.12536443,0,0,0,1,1,0,297,-1,6050809,0,0,0
2672,56,20,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,6,3,3,7,12,12,10,8.0,7.5,8.333333332999999,0,0,0,0,0,0,31,0.709677419,0.290322581,0,0,0,0.0,0,0.0,1,0,50.0,0,100.0,0.0,0,0,1,81.25,0,0,0,1,1,0,1050,2236,296839,0,0,4
6164,56,16,0,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,2,2,9,9,9,5.428571429,5.5,5.4,0,1,0,0,0,0,125,0.952,0.048,0,0,0,0.5,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,40.0,0,0,0,0,0,0,902,7133,12,0,0,7
3493,33,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,4,4,0,15,15,0,9.5,9.5,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,298,797,0,0,0,2
7394,38,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,2,4,9,9,8,5.75,5.5,6.0,0,0,0,0,0,0,403,0.751861042,0.248138958,0,0,0,0.28,0,0.2,0,0,100.0,0,100.0,0.0,0,0,0,13.04347826,0,0,0,0,1,0,353,6220,6192,0,0,5
4839,30,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,8,8,0,9,9,0,8.5,8.5,0.0,0,1,0,0,0,0,90,0.477777778,0.522222222,0,8,0,0.127659574,0,0.0,1,1,7.692307692000001,0,0.0,100.0,0,0,0,81.25,0,0,0,1,1,0,372,7297,0,0,0,5
593,26,17,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,3,3,0,4,4,0,3.666666667,3.666666667,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,169,561,0,0,1,2
10653,28,20,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,16,16,0,16,16,0,16.0,16.0,0.0,0,0,0,0,0,0,27,0.703703704,0.296296296,0,2,0,0.0,0,0.0,0,1,55.55555556,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,206,1985,2350712,0,0,2
8737,60,21,0,1,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,6,1,2,17,2,17,17,8,7.166666667,17.0,5.2,1,0,0,0,0,0,24,0.625,0.375,0,1,0,0.111111111,0,0.111111111,0,1,66.66666667,0,100.0,0.0,0,0,0,85.29411765,0,0,0,1,0,0,952,2700,125151,0,0,3
5827,26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,309,0.954692557,0.045307443,0,1,0,0.285714286,0,0.0,0,1,92.59259259,0,96.61016949,3.389830508,0,0,0,50.0,0,0,0,1,1,0,1289,7068,2788969,0,0,4
7961,27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,176,0.897727273,0.102272727,0,1,0,0.666666667,0,0.0,0,1,66.66666667,0,96.2962963,3.703703704,0,0,0,60.0,0,0,0,0,0,0,167,7505,1324178,0,0,5
5887,72,20,1,3,1,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.138888889,0.0,0,0,0,0,0,3,1,0,0,0,2,0,8,3,1,14,1,14,14,12,6.5,14.0,5.428571429,2,0,0,0,0,0,185,0.054054054,0.945945946,0,14,0,0.057142857,0,0.011428571,1,1,4.918032787,0,3.225806452,96.77419355,0,0,0,6.12244898,0,0,0,1,1,0,236,495,0,0,1,2
2355,68,22,1,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.264705882,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,4,8,4,32,9,32,13.25,8.5,18.0,0,0,0,0,0,0,18,0.833333333,0.166666667,0,0,0,0.0,0,0.0,0,0,76.92307692,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,220,5990,187079,0,1,4
6036,43,35,0,4,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,1,0.023255814,0.028571429,0,0,0,0,0,3,1,1,0,0,0,0,5,2,3,3,0,7,7,0,5.2,5.2,0.0,0,0,1,0,1,0,10,0.3,0.7,0,2,0,0.142857143,0,0.0,0,1,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,-1,0,0,1,0
4798,48,16,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,2,4,5,4,18,6,18,8.25,5.5,11.0,2,1,0,0,0,0,18,0.611111111,0.388888889,0,1,0,0.0,0,0.0,0,1,50.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,2975,8347,1,0,1,10
9890,44,36,0,3,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.022727273,0.027777778,0,0,0,0,0,3,0,1,0,0,1,0,5,0,2,2,0,9,9,0,5.4,5.4,0.0,0,0,0,0,0,0,466,0.933476395,0.066523605,0,0,0,0.225806452,0,0.193548387,0,0,94.11764706,0,100.0,0.0,0,0,0,51.66666667,0,0,0,1,1,0,201,165,0,0,1,0
4592,83,18,0,2,9,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,14,3,1,3,1,10,10,10,4.1428571430000005,6.5,3.75,0,0,0,0,0,0,136,0.735294118,0.264705882,0,2,0,0.138888889,0,0.055555556,0,1,64.0,0,100.0,0.0,0,0,0,11.53846154,0,0,0,1,1,0,107,9024,11315,0,1,5
8656,28,13,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,9,6,9,9,6,7.5,9.0,6.0,0,0,0,0,0,0,32,0.5625,0.4375,0,0,0,0.142857143,0,0.0,0,0,75.0,0,83.33333333,16.66666667,0,0,0,29.41176471,0,0,0,1,1,0,76,1019,5973121,0,0,2
163,67,17,0,3,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,2,3,2,9,9,9,5.333333333,6.0,5.1428571430000005,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,42,1785,7811868,0,1,2
10593,44,22,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.045454545,0.090909091,0,0,0,0,0,2,0,0,0,0,0,0,3,3,5,5,13,13,12,13,10.0,8.5,13.0,0,0,0,0,0,0,21,0.904761905,0.095238095,0,0,0,0.0,0,0.0,0,0,88.88888889,0,0.0,100.0,0,0,0,100.0,0,0,0,1,1,0,135,596,411219,0,0,1
10790,49,12,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,1,0,0,0,0,7,3,3,3,3,11,4,11,4.571428571,3.5,5.0,0,0,0,0,0,0,26,0.923076923,0.076923077,0,0,0,1.0,0,0.5,0,0,100.0,0,100.0,0.0,0,0,0,71.42857143,0,0,0,1,0,0,2784,6712,24846,0,0,5
11175,68,18,0,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,3,3,3,12,7,12,6.714285714,5.0,7.4,0,0,0,0,0,0,128,0.921875,0.078125,0,1,0,0.2,0,0.0,0,1,90.0,0,100.0,0.0,0,0,0,44.44444444,0,0,0,1,1,0,239,6335,7138741,0,1,2
7380,29,21,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.206896552,0.285714286,0,0,0,0,0,3,0,0,0,0,0,0,3,1,2,2,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,11,0.0,1.0,0,2,0,0.0,0,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,109,257,0,0,0,0
11378,29,13,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,3,3,3,3,7,7,5,7,5.0,4.0,7.0,0,0,0,0,0,0,46,0.282608696,0.7173913040000001,0,0,0,0.121212121,0,0.03030303,0,0,33.33333333,0,83.33333333,16.66666667,0,0,0,11.76470588,0,0,0,0,0,0,661,6278,1173100,0,1,3
6356,50,25,0,2,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,7,3,1,3,1,17,17,4,4.571428571,10.0,2.4,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,13,3639,0,0,1,0
9092,68,19,1,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.161764706,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,3,15,3,15,15,11,7.285714286,15.0,6.0,1,0,0,0,0,0,10,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,356,3297,0,0,1,1
5542,64,20,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,7,3,3,3,4,12,12,10,6.714285714,7.5,6.4,0,0,0,0,0,2,58,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,333,2223,159597,0,0,4
6007,35,12,0,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.028571429,0.0,0,0,0,0,0,1,1,0,0,0,1,0,5,0,2,2,2,8,6,8,4.0,4.0,4.0,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,251,1220,0,0,1,2
7993,40,14,0,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,3,3,5,6,6,5,4.8,4.5,5.0,0,0,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,1,1,0,0,24,6598,0,0,1,2
7638,53,14,0,2,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.075471698,0.0,0,0,0,0,0,2,0,0,0,0,0,0,6,3,1,3,1,13,6,13,6.166666667,4.5,7.0,1,0,0,0,0,0,60,0.983333333,0.016666667,0,0,0,0.0,0,0.0,0,0,96.55172414,0,100.0,0.0,0,0,0,100.0,0,0,0,0,0,0,328,2229,54473,0,0,4
6793,39,13,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,5,1,2,2,4,12,3,12,4.8,2.666666667,8.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,374,-1,0,0,1,3
7758,49,19,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,1,0,1,0,6,4,3,3,3,11,11,8,5.5,7.0,4.75,0,0,0,0,0,0,12,0.4166666670000001,0.583333333,0,0,0,0.142857143,0,0.0,0,0,0.0,0,50.0,50.0,0,0,0,66.66666667,0,0,0,1,1,0,1532,5407,457648,0,0,4
4837,40,32,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,11,11,0,16,16,0,13.5,13.5,0.0,0,0,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,1,1,0,0,952,7083,17964,0,1,3
2293,25,12,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0.12,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,9,9,0,9,9,0,9.0,9.0,0.0,0,0,0,0,0,0,19,0.947368421,0.052631579,0,0,0,2.0,0,0.0,0,0,100.0,0,50.0,50.0,0,0,0,0.0,0,0,0,1,1,0,406,5437,6738927,0,1,2
6548,65,24,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0.123076923,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,3,2,3,2,16,16,9,5.625,9.5,4.333333333,0,0,0,0,0,0,115,0.617391304,0.382608696,0,2,0,0.113636364,0,0.0,0,1,42.85714286,0,0.0,0.0,0,0,0,23.07692308,0,0,0,1,1,0,717,4761,5067,0,0,7
7898,68,29,0,3,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.014705882,0.0,0,0,0,0,0,3,1,0,0,0,1,0,8,3,1,3,1,12,12,10,6.25,7.666666667,5.4,0,0,0,0,0,0,217,0.98156682,0.01843318,0,0,0,0.25,0,0.25,0,0,100.0,0,90.0,10.0,0,0,0,76.92307692,0,0,0,1,1,0,127,4621,4864847,0,0,3
4481,31,22,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,3,3,0,8,8,0,5.333333333,5.333333333,0.0,0,0,0,0,0,0,149,0.939597315,0.060402685,0,1,0,0.0,0,0.0,0,1,92.0,0,100.0,0.0,0,0,0,77.27272727,0,0,0,1,1,0,360,6946,828187,0,0,4
3716,31,20,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,1,0.064516129,0.0,0,1,0,0,0,2,0,0,0,0,5,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,99,0.8787878790000001,0.121212121,0,2,0,0.083333333,0,0.083333333,0,1,81.81818182,0,100.0,0.0,0,0,0,40.0,0,0,0,1,1,0,295,6863,113335,0,1,3
6140,125,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.144,0.0,0,0,0,1,0,3,1,0,0,0,1,0,12,6,2,3,2,17,13,17,8.25,8.4,8.142857142999999,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5697976,0,1,0
1549,45,32,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.022222222,0.0,0,0,0,0,0,2,1,0,1,0,1,0,4,2,4,4,4,12,12,4,7.5,8.666666667000001,4.0,0,0,0,0,0,0,103,0.932038835,0.067961165,0,1,0,0.285714286,0,0.0,0,1,81.81818182,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,116,7189,481145,1,1,1
2044,32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.09375,0.125,0,0,0,0,0,2,0,0,0,0,0,0,2,4,6,6,0,13,13,0,9.5,9.5,0.0,0,0,0,0,0,0,112,0.276785714,0.7232142859999999,0,8,0,0.12345679,0,0.0123456789999999,0,1,5.263157895,0,0.0,100.0,0,0,0,5.263157895,0,0,0,1,1,0,655,1535,4641,0,1,2
767,95,37,0,3,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.052631579,0.054054054,0,0,0,0,0,3,1,0,0,0,1,0,9,2,4,6,4,18,16,18,8.333333332999999,10.33333333,7.333333333,1,0,0,0,0,0,7,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,0,0,0,274,3013,433072,0,1,4
5693,83,15,1,2,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.13253012,0.066666667,0,0,0,0,0,2,0,0,0,0,1,0,10,4,2,3,2,10,7,10,6.3,5.0,6.625,0,0,0,0,0,0,190,0.6421052629999999,0.357894737,0,0,0,0.367647059,0,0.294117647,0,1,71.21212121,0,80.0,20.0,0,0,0,6.0606060610000005,0,0,0,1,0,0,342,6598,1449,0,0,7
